violation_id,timestamp,latitude,longitude,zone,severity,violation_type,driver_id,driver_name,driver_initials,driver_category,driver_company,driver_risk_score,driver_risk_label,driver_status,driver_status_label
V-001880,2026-02-26T22:34,25.26796,55.3497,Deira,low,Speeding,D-00411,Zayed Al Mansoori,ZM,Taxi,Al Naboodah Taxi,5.4,Moderate,active,Active
V-006793,2026-02-26T22:30,25.19576,55.24031,Jumeirah,moderate,Driver Fatigue,D-01437,Mansour Al Bastaki,MB,Public Bus,RTA Public Transport,7.2,High Risk,active,Active
V-011384,2026-02-26T22:30,25.15525,55.21904,Al Quoz,moderate,Speeding,D-02422,Nayef Al Khouri,NK,Limousine & E-Hail,Careem Fleet,2.9,Low Risk,active,Active
V-000230,2026-02-26T22:29,25.19821,55.25957,Business Bay,moderate,Speeding,D-00058,Khalid Al Hashemi,KH,Taxi,Metro Taxi,8.0,Critical,active,Active
V-005316,2026-02-26T21:54,25.0932,55.13375,JBR,low,Phone Use,D-01136,Nayef Al Shehhi,NS,Taxi,Cars Taxi,6.6,High Risk,investigation,Under Investigation
V-006537,2026-02-26T21:47,25.07693,55.15274,Dubai Marina,low,Idling,D-01382,Hani Al Nuaimi,HN,Public Bus,RTA Public Transport,7.1,High Risk,investigation,Under Investigation
V-011309,2026-02-26T21:19,25.1945,55.28096,Downtown Dubai,low,Harsh Braking,D-02409,Sultan Al Mulla,SM,Limousine & E-Hail,Careem Fleet,9.4,Critical,suspended,Suspended
V-009856,2026-02-26T21:08,25.12176,55.21702,Al Barsha,high,Red Light,D-02093,Tariq Al Naqbi,TN,School Bus,Al Mawakeb Transport,6.7,High Risk,suspended,Suspended
V-007307,2026-02-26T21:07,25.27103,55.34283,Deira,high,Lane Violation,D-01538,Rakan Al Sharqi,RS,Public Bus,RTA Public Transport,6.3,Moderate,active,Active
V-014084,2026-02-26T21:04,25.26806,55.32307,Deira,moderate,Phone Use,D-02968,Younes Al Rashidi,YR,Marine,Emirates Marine Transport,4.2,Moderate,active,Active
V-005538,2026-02-26T20:41,25.26845,55.34258,Deira,low,Phone Use,D-01181,Nasser Al Mehairi,NM,Taxi,Al Naboodah Taxi,0.7,Low Risk,active,Active
V-008474,2026-02-26T20:04,25.06423,55.2265,Dubai Sports City,low,Harsh Braking,D-01798,Khalid Al Sharqi,KS,School Bus,Al Mawakeb Transport,2.1,Low Risk,active,Active
V-001015,2026-02-26T20:03,25.19368,55.28998,Downtown Dubai,low,Speeding,D-00225,Younes Al Shamsi,YS,Taxi,Emirates Taxi LLC,4.6,Moderate,active,Active
V-002468,2026-02-26T20:03,25.18233,55.22017,Jumeirah,high,Speeding,D-00519,Ibrahim Al Khouri,IK,Taxi,National Taxi,9.6,Critical,suspended,Suspended
V-000383,2026-02-26T19:44,25.08072,55.13644,Dubai Marina,moderate,Harsh Braking,D-00094,Talal Al Mulla,TM,Taxi,Metro Taxi,7.2,High Risk,suspended,Suspended
V-005039,2026-02-26T19:23,25.18486,55.27276,Business Bay,moderate,Harsh Braking,D-01075,Majid Al Naqbi,MN,Taxi,National Taxi,1.6,Low Risk,active,Active
V-010463,2026-02-26T19:22,25.27875,55.39906,Al Qusais,moderate,Harsh Braking,D-02202,Maher Al Qasimi,MQ,School Bus,Al Mawakeb Transport,3.5,Moderate,active,Active
V-014925,2026-02-26T19:21,25.09498,55.1376,Dubai Marina,high,Speeding,D-03142,Younes Al Hashimi,YH,Marine,Emirates Marine Transport,7.9,High Risk,investigation,Under Investigation
V-001270,2026-02-26T19:02,25.18518,55.2708,Business Bay,low,Speeding,D-00280,Nasser Al Hosani,NH,Taxi,Emirates Taxi LLC,3.9,Moderate,active,Active
V-004646,2026-02-26T18:42,25.20343,55.28416,Downtown Dubai,low,Speeding,D-00985,Rashid Al Jaberi,RJ,Taxi,Dubai Taxi Corp,8.5,Critical,suspended,Suspended
V-009794,2026-02-26T18:20,25.28048,55.41976,Al Qusais,moderate,Speeding,D-02083,Faisal Al Falasi,FF,School Bus,Al Reef School Transport,9.0,Critical,investigation,Under Investigation
V-009796,2026-02-26T18:10,25.21403,55.28196,Downtown Dubai,high,Harsh Braking,D-02083,Faisal Al Falasi,FF,School Bus,Al Reef School Transport,9.0,Critical,investigation,Under Investigation
V-005592,2026-02-26T18:00,24.98051,55.06333,Jebel Ali,low,Harsh Braking,D-01189,Majid Al Mehairi,MM,Taxi,Al Naboodah Taxi,0.7,Low Risk,active,Active
V-013528,2026-02-26T17:57,24.98149,55.06433,Jebel Ali,high,Speeding,D-02841,Karim Al Kaabi,KK,Limousine & E-Hail,Careem Fleet,7.3,High Risk,active,Active
V-009351,2026-02-26T17:56,25.25724,55.308,Deira,moderate,Idling,D-02000,Hamdan Al Mehrezi,HM,School Bus,Al Mawakeb Transport,7.2,High Risk,investigation,Under Investigation
V-001999,2026-02-26T17:51,25.24417,55.3859,Al Rashidiya,low,Speeding,D-00442,Nayef Al Hosani,NH,Taxi,National Taxi,1.4,Low Risk,active,Active
V-004631,2026-02-26T17:25,25.08693,55.13641,JBR,moderate,Speeding,D-00983,Zayed Al Kaabi,ZK,Taxi,Dubai Taxi Corp,5.6,Moderate,active,Active
V-008602,2026-02-26T17:09,25.08491,55.14616,Dubai Marina,high,Phone Use,D-01827,Marwan Al Mulla,MM,School Bus,GEMS Transport,7.5,High Risk,investigation,Under Investigation
V-013085,2026-02-26T16:47,25.01796,55.17419,Dubai Investment Park,moderate,Driver Fatigue,D-02752,Abdullah Al Nuaimi,AN,Limousine & E-Hail,Emirates Limousine,5.9,Moderate,active,Active
V-006662,2026-02-26T16:46,25.16015,55.22322,Al Quoz,high,Speeding,D-01412,Younes Al Sayegh,YS,Public Bus,RTA Public Transport,8.7,Critical,suspended,Suspended
V-006189,2026-02-26T16:40,25.27658,55.40486,Al Qusais,low,Phone Use,D-01299,Bader Al Khouri,BK,Public Bus,RTA Public Transport,4.6,Moderate,active,Active
V-011248,2026-02-26T16:15,25.15939,55.22443,Al Quoz,low,Harsh Braking,D-02394,Yousef Al Mulla,YM,Limousine & E-Hail,Careem Fleet,6.3,Moderate,active,Active
V-001673,2026-02-26T16:10,25.07223,55.15307,Dubai Marina,high,Phone Use,D-00354,Hamad Al Romaithi,HR,Taxi,Metro Taxi,4.2,Moderate,active,Active
V-010228,2026-02-26T15:52,25.15935,55.24962,Al Quoz,low,Harsh Braking,D-02157,Tariq Al Marri,TM,School Bus,Al Reef School Transport,8.5,Critical,suspended,Suspended
V-000331,2026-02-26T15:43,25.19786,55.26423,Business Bay,high,Red Light,D-00080,Ziad Al Ameri,ZA,Taxi,Cars Taxi,6.4,Moderate,active,Active
V-007881,2026-02-26T15:13,25.18875,55.27859,Downtown Dubai,moderate,Lane Violation,D-01675,Fahad Al Mansoori,FM,Public Bus,Dubai Transport Co.,1.9,Low Risk,active,Active
V-011743,2026-02-26T15:13,25.22531,55.42759,Mirdif,moderate,Harsh Braking,D-02498,Mubarak Al Mulla,MM,Limousine & E-Hail,Al Ghazal Transport,5.2,Moderate,active,Active
V-009974,2026-02-26T14:53,25.16783,55.23364,Al Quoz,moderate,Harsh Braking,D-02120,Mubarak Al Otaiba,MO,School Bus,Al Mawakeb Transport,9.9,Critical,suspended,Suspended
V-007659,2026-02-26T14:27,25.06798,55.13984,Dubai Marina,moderate,Harsh Braking,D-01620,Turki Al Hashemi,TH,Public Bus,Dubai Transport Co.,7.9,High Risk,investigation,Under Investigation
V-011565,2026-02-26T13:53,25.27745,55.31616,Deira,low,Harsh Braking,D-02465,Marwan Al Jaberi,MJ,Limousine & E-Hail,Uber Dubai,7.9,High Risk,active,Active
V-007020,2026-02-26T13:11,25.18354,55.25582,Business Bay,moderate,Phone Use,D-01474,Salem Al Suwaidi,SS,Public Bus,Dubai Transport Co.,2.2,Low Risk,active,Active
V-005668,2026-02-26T12:55,25.20287,55.21421,Jumeirah,moderate,Driver Fatigue,D-01199,Mohammed Al Hashimi,MH,Taxi,Al Naboodah Taxi,9.8,Critical,suspended,Suspended
V-013983,2026-02-26T12:44,25.19331,55.29322,Downtown Dubai,high,Route Deviation,D-02943,Ziad Al Jaberi,ZJ,Marine,Emirates Marine Transport,4.4,Moderate,active,Active
V-013269,2026-02-26T12:18,25.25575,55.34604,Deira,moderate,Red Light,D-02799,Hamad Al Nuaimi,HN,Limousine & E-Hail,Emirates Limousine,7.3,High Risk,investigation,Under Investigation
V-001277,2026-02-26T12:09,25.19371,55.27048,Business Bay,moderate,Speeding,D-00282,Ziad Al Mehairi,ZM,Taxi,National Taxi,6.6,High Risk,active,Active
V-012529,2026-02-26T11:49,25.21746,55.42581,Mirdif,high,Driver Fatigue,D-02650,Omar Al Jaberi,OJ,Limousine & E-Hail,Uber Dubai,4.9,Moderate,active,Active
V-014226,2026-02-26T11:27,25.18749,55.27388,Business Bay,low,Harsh Braking,D-03003,Nayef Al Sayegh,NS,Marine,Emirates Marine Transport,5.2,Moderate,investigation,Under Investigation
V-001559,2026-02-26T11:22,25.26226,55.34507,Deira,low,Speeding,D-00332,Ali Al Ameri,AA,Taxi,Cars Taxi,9.1,Critical,active,Active
V-010270,2026-02-26T11:22,25.22729,55.43316,Mirdif,low,Route Deviation,D-02165,Hisham Al Dhaheri,HD,School Bus,GEMS Transport,6.4,Moderate,active,Active
V-001371,2026-02-26T11:19,25.08365,55.13222,JBR,moderate,Phone Use,D-00298,Ziad Al Ali,ZA,Taxi,Dubai Taxi Corp,9.8,Critical,active,Active
V-014302,2026-02-26T11:16,25.11715,55.20296,Al Barsha,moderate,Phone Use,D-03026,Adel Al Shehhi,AS,Marine,Emirates Marine Transport,4.9,Moderate,active,Active
V-006744,2026-02-26T10:59,25.20451,55.26927,Downtown Dubai,low,Harsh Braking,D-01426,Ziad Bin Hamad,ZH,Public Bus,Dubai Transport Co.,5.7,Moderate,active,Active
V-005867,2026-02-26T10:48,25.19503,55.28654,Downtown Dubai,moderate,Idling,D-01246,Mohammed Al Jaberi,MJ,Public Bus,Dubai Transport Co.,2.8,Low Risk,active,Active
V-006687,2026-02-26T10:31,25.20908,55.28131,Downtown Dubai,moderate,Speeding,D-01415,Adel Al Mehairi,AM,Public Bus,Dubai Transport Co.,1.4,Low Risk,active,Active
V-012324,2026-02-26T10:30,25.06795,55.14368,Dubai Marina,moderate,Speeding,D-02606,Ziad Al Kaabi,ZK,Limousine & E-Hail,Emirates Limousine,7.9,High Risk,investigation,Under Investigation
V-009187,2026-02-26T10:18,25.19803,55.25982,Business Bay,high,Harsh Braking,D-01976,Ziad Al Shehhi,ZS,School Bus,GEMS Transport,9.4,Critical,active,Active
V-003098,2026-02-26T10:13,25.12427,55.38324,Silicon Oasis,low,Speeding,D-00651,Jassim Al Otaiba,JO,Taxi,Metro Taxi,5.6,Moderate,active,Active
V-003242,2026-02-26T10:07,25.19578,55.25863,Business Bay,moderate,Speeding,D-00671,Sami Al Ameri,SA,Taxi,National Taxi,3.6,Moderate,active,Active
V-007240,2026-02-26T09:58,25.18265,55.26822,Downtown Dubai,moderate,Harsh Braking,D-01520,Ibrahim Al Hosani,IH,Public Bus,Dubai Transport Co.,7.9,High Risk,investigation,Under Investigation
V-011208,2026-02-26T09:58,25.07265,55.13582,Dubai Marina,low,Driver Fatigue,D-02385,Tamer Al Jaberi,TJ,Limousine & E-Hail,Al Ghazal Transport,1.8,Low Risk,active,Active
V-000206,2026-02-26T09:48,25.06149,55.15955,Dubai Marina,high,Speeding,D-00050,Bader Al Awadhi,BA,Taxi,Metro Taxi,7.6,High Risk,investigation,Under Investigation
V-009123,2026-02-26T08:30,25.06034,55.15488,Dubai Marina,low,Idling,D-01966,Bandar Al Qasimi,BQ,School Bus,GEMS Transport,8.8,Critical,suspended,Suspended
V-005560,2026-02-26T07:48,25.16812,55.23,Al Quoz,high,Route Deviation,D-01183,Khalifa Al Shamsi,KS,Taxi,National Taxi,9.3,Critical,active,Active
V-005180,2026-02-26T07:24,25.09006,55.1306,JBR,high,Speeding,D-01107,Yusuf Al Mehairi,YM,Taxi,Metro Taxi,4.4,Moderate,active,Active
V-000880,2026-02-26T07:07,25.11185,55.19656,Al Barsha,high,Speeding,D-00194,Walid Al Suwaidi,WS,Taxi,Metro Taxi,9.1,Critical,suspended,Suspended
V-012511,2026-02-26T06:54,25.12153,55.21363,Al Barsha,low,Speeding,D-02647,Rakan Al Qasimi,RQ,Limousine & E-Hail,Al Ghazal Transport,1.1,Low Risk,active,Active
V-008891,2026-02-26T06:22,25.19211,55.27316,Business Bay,low,Speeding,D-01905,Fahad Al Dhaheri,FD,School Bus,GEMS Transport,4.6,Moderate,active,Active
V-010444,2026-02-26T06:19,25.07895,55.14745,Dubai Marina,high,Driver Fatigue,D-02199,Fadi Al Ameri,FA,School Bus,GEMS Transport,3.0,Low Risk,active,Active
V-014041,2026-02-26T06:14,25.13685,55.38567,Silicon Oasis,moderate,Distraction,D-02957,Saif Al Bastaki,SB,Marine,Dubai Ferry Services,6.7,High Risk,investigation,Under Investigation
V-005222,2026-02-26T06:05,25.24368,55.38484,Al Rashidiya,high,Driver Fatigue,D-01120,Adel Al Mahmoud,AM,Taxi,Cars Taxi,6.7,High Risk,investigation,Under Investigation
V-005557,2026-02-26T05:57,25.21255,55.27925,Downtown Dubai,high,Camera Tampering,D-01183,Khalifa Al Shamsi,KS,Taxi,National Taxi,9.3,Critical,active,Active
V-013515,2026-02-26T05:52,25.10849,55.19316,Al Barsha,moderate,Speeding,D-02840,Khalid Al Mehrezi,KM,Limousine & E-Hail,Careem Fleet,7.8,High Risk,active,Active
V-002862,2026-02-26T05:48,25.27439,55.33421,Deira,moderate,Phone Use,D-00604,Karim Al Mansouri,KM,Taxi,Dubai Taxi Corp,9.0,Critical,suspended,Suspended
V-007733,2026-02-26T05:42,25.00998,55.09881,Jebel Ali,moderate,Speeding,D-01635,Turki Al Hashimi,TH,Public Bus,Dubai Transport Co.,3.0,Low Risk,active,Active
V-005186,2026-02-26T05:13,24.98015,55.19961,Dubai Investment Park,low,Route Deviation,D-01108,Amer Al Suwaidi,AS,Taxi,Cars Taxi,0.5,Low Risk,active,Active
V-003189,2026-02-26T05:11,25.14077,55.38634,Silicon Oasis,moderate,Harsh Braking,D-00665,Zayed Al Shehhi,ZS,Taxi,Dubai Taxi Corp,5.2,Moderate,active,Active
V-007630,2026-02-26T04:48,25.2946,55.4181,Al Qusais,moderate,Harsh Braking,D-01614,Hisham Al Suwaidi,HS,Public Bus,Dubai Transport Co.,4.5,Moderate,active,Active
V-003410,2026-02-26T04:43,25.25927,55.39132,Al Rashidiya,low,Harsh Braking,D-00715,Jassim Al Falasi,JF,Taxi,Dubai Taxi Corp,2.3,Low Risk,active,Active
V-011570,2026-02-26T04:33,25.11715,55.22157,Al Barsha,moderate,Speeding,D-02467,Hassan Al Otaiba,HO,Limousine & E-Hail,Uber Dubai,6.6,High Risk,active,Active
V-012045,2026-02-26T04:10,25.28923,55.42145,Al Qusais,high,Lane Violation,D-02554,Riyad Al Shehhi,RS,Limousine & E-Hail,Careem Fleet,5.1,Moderate,active,Active
V-010426,2026-02-26T04:06,25.20913,55.28667,Downtown Dubai,moderate,Harsh Braking,D-02192,Obaid Al Mazrouei,OM,School Bus,Al Mawakeb Transport,5.6,Moderate,active,Active
V-007194,2026-02-26T04:03,25.01196,55.07794,Jebel Ali,low,Distraction,D-01509,Tamer Al Qasimi,TQ,Public Bus,RTA Public Transport,8.7,Critical,investigation,Under Investigation
V-000567,2026-02-26T03:52,25.09212,55.13849,JBR,low,Driver Fatigue,D-00139,Ammar Al Rashidi,AR,Taxi,Dubai Taxi Corp,2.8,Low Risk,active,Active
V-005441,2026-02-26T03:40,25.1853,55.22569,Jumeirah,low,Speeding,D-01160,Ammar Al Tamimi,AT,Taxi,Al Naboodah Taxi,7.9,High Risk,suspended,Suspended
V-008565,2026-02-26T02:35,25.27815,55.41323,Al Qusais,moderate,Red Light,D-01820,Majid Al Marri,MM,School Bus,Al Mawakeb Transport,6.3,Moderate,active,Active
V-011178,2026-02-26T02:32,25.24503,55.3742,Al Rashidiya,low,Harsh Braking,D-02380,Nasser Al Mehairi,NM,Limousine & E-Hail,Emirates Limousine,3.5,Moderate,active,Active
V-009786,2026-02-26T02:09,25.09025,55.14948,Dubai Marina,low,Distraction,D-02082,Fahad Al Qasimi,FQ,School Bus,Al Reef School Transport,1.1,Low Risk,active,Active
V-009651,2026-02-26T01:48,25.14665,55.39654,Silicon Oasis,low,Idling,D-02054,Zayed Al Mazrouei,ZM,School Bus,Al Reef School Transport,6.5,High Risk,active,Active
V-004062,2026-02-26T01:29,25.06853,55.14251,Dubai Marina,low,Harsh Braking,D-00858,Salem Al Mulla,SM,Taxi,Dubai Taxi Corp,7.7,High Risk,active,Active
V-001771,2026-02-26T01:13,25.21611,55.40803,Mirdif,high,Speeding,D-00380,Yusuf Al Rashidi,YR,Taxi,Emirates Taxi LLC,9.9,Critical,suspended,Suspended
V-005907,2026-02-26T00:54,25.29819,55.39247,Al Qusais,low,Phone Use,D-01254,Nasser Al Naqbi,NN,Public Bus,RTA Public Transport,3.2,Low Risk,active,Active
V-010571,2026-02-26T00:46,25.23327,55.40583,Mirdif,low,Idling,D-02226,Ibrahim Al Kaabi,IK,School Bus,Al Mawakeb Transport,4.7,Moderate,active,Active
V-007580,2026-02-26T00:42,25.22966,55.41435,Mirdif,high,Driver Fatigue,D-01603,Sami Al Sayegh,SS,Public Bus,Dubai Transport Co.,0.9,Low Risk,active,Active
V-002637,2026-02-26T00:30,24.98384,55.19356,Dubai Investment Park,moderate,Harsh Braking,D-00558,Saeed Al Sayegh,SS,Taxi,Dubai Taxi Corp,9.6,Critical,suspended,Suspended
V-009757,2026-02-26T00:25,25.24054,55.37572,Al Rashidiya,high,Phone Use,D-02070,Saeed Al Romaithi,SR,School Bus,GEMS Transport,5.1,Moderate,active,Active
V-004714,2026-02-26T00:23,25.27364,55.31905,Deira,high,Speeding,D-00997,Obaid Al Naqbi,ON,Taxi,Cars Taxi,8.5,Critical,suspended,Suspended
V-009659,2026-02-25T23:47,25.20577,55.29243,Downtown Dubai,moderate,Harsh Braking,D-02054,Zayed Al Mazrouei,ZM,School Bus,Al Reef School Transport,6.5,High Risk,active,Active
V-016485,2026-02-25T23:41,25.28645,55.42745,Al Qusais,high,Harsh Braking,D-03487,Hamdan Al Ali,HA,Hourly Rental,Avis Dubai,5.3,Moderate,active,Active
V-013392,2026-02-25T22:28,25.18897,55.29316,Downtown Dubai,moderate,Harsh Braking,D-02824,Khalid Al Shamsi,KS,Limousine & E-Hail,Al Ghazal Transport,6.0,Moderate,active,Active
V-010233,2026-02-25T22:14,25.13369,55.22018,Al Barsha,moderate,Harsh Braking,D-02157,Tariq Al Marri,TM,School Bus,Al Reef School Transport,8.5,Critical,suspended,Suspended
V-000905,2026-02-25T21:49,25.1418,55.39177,Silicon Oasis,moderate,Speeding,D-00195,Walid Al Mahmoud,WM,Taxi,Dubai Taxi Corp,2.5,Low Risk,active,Active
V-006571,2026-02-25T21:49,25.12205,55.19938,Al Barsha,high,Camera Tampering,D-01390,Yusuf Al Mulla,YM,Public Bus,Dubai Transport Co.,8.7,Critical,investigation,Under Investigation
V-000916,2026-02-25T21:28,25.01677,55.17597,Dubai Investment Park,moderate,Speeding,D-00199,Riyad Al Qasimi,RQ,Taxi,Cars Taxi,5.3,Moderate,active,Active
V-012680,2026-02-25T21:01,25.23691,55.40252,Al Rashidiya,high,Distraction,D-02687,Saif Al Rashidi,SR,Limousine & E-Hail,Emirates Limousine,6.4,Moderate,active,Active
V-010969,2026-02-25T20:58,25.1951,55.27295,Downtown Dubai,high,Speeding,D-02323,Younes Al Ameri,YA,Limousine & E-Hail,Uber Dubai,7.1,High Risk,active,Active
V-006340,2026-02-25T20:02,25.19407,55.2608,Business Bay,high,Route Deviation,D-01331,Tariq Al Tamimi,TT,Public Bus,RTA Public Transport,7.5,High Risk,active,Active
V-009633,2026-02-25T19:12,25.24913,55.37037,Al Rashidiya,low,Idling,D-02050,Mansour Al Khouri,MK,School Bus,GEMS Transport,7.8,High Risk,investigation,Under Investigation
V-014883,2026-02-25T18:56,25.01336,55.10854,Jebel Ali,moderate,Speeding,D-03134,Nayef Al Khouri,NK,Marine,Emirates Marine Transport,8.9,Critical,active,Active
V-007998,2026-02-25T17:54,25.18161,55.26353,Business Bay,high,Phone Use,D-01693,Karim Al Mazrouei,KM,Public Bus,Dubai Transport Co.,9.7,Critical,suspended,Suspended
V-000984,2026-02-25T17:34,24.9812,55.16659,Dubai Investment Park,high,Harsh Braking,D-00215,Yusuf Al Ali,YA,Taxi,National Taxi,6.6,High Risk,active,Active
V-005665,2026-02-25T17:21,25.25707,55.38298,Al Rashidiya,moderate,Phone Use,D-01199,Mohammed Al Hashimi,MH,Taxi,Al Naboodah Taxi,9.8,Critical,suspended,Suspended
V-009019,2026-02-25T17:18,25.19943,55.25685,Business Bay,moderate,Distraction,D-01937,Tariq Al Sayegh,TS,School Bus,Al Mawakeb Transport,7.4,High Risk,active,Active
V-007028,2026-02-25T17:06,25.18623,55.27719,Downtown Dubai,high,Distraction,D-01477,Yusuf Al Shehhi,YS,Public Bus,Dubai Transport Co.,5.1,Moderate,active,Active
V-011550,2026-02-25T16:45,25.20424,55.26908,Downtown Dubai,moderate,Speeding,D-02463,Mohammed Al Naqbi,MN,Limousine & E-Hail,Careem Fleet,2.7,Low Risk,active,Active
V-016022,2026-02-25T16:00,25.05383,55.24648,Dubai Sports City,moderate,Idling,D-03391,Talal Al Qasimi,TQ,Hourly Rental,Europcar,7.7,High Risk,active,Active
V-008588,2026-02-25T15:22,25.14603,55.37764,Silicon Oasis,low,Harsh Braking,D-01826,Khalifa Al Ameri,KA,School Bus,Al Reef School Transport,6.1,Moderate,active,Active
V-013350,2026-02-25T15:16,25.08493,55.13735,JBR,moderate,Phone Use,D-02819,Nayef Al Sayegh,NS,Limousine & E-Hail,Emirates Limousine,6.8,High Risk,suspended,Suspended
V-016047,2026-02-25T15:09,25.08717,55.13074,JBR,high,Distraction,D-03394,Walid Al Ameri,WA,Hourly Rental,Europcar,7.8,High Risk,active,Active
V-005693,2026-02-25T14:56,25.20776,55.28898,Downtown Dubai,moderate,Phone Use,D-01204,Younes Al Mansoori,YM,Public Bus,RTA Public Transport,6.0,Moderate,active,Active
V-003224,2026-02-25T14:51,25.13852,55.37651,Silicon Oasis,high,Driver Fatigue,D-00669,Rakan Al Tamimi,RT,Taxi,Emirates Taxi LLC,4.8,Moderate,active,Active
V-001003,2026-02-25T14:30,25.2583,55.38503,Al Rashidiya,low,Harsh Braking,D-00221,Abdullah Al Marri,AM,Taxi,Al Naboodah Taxi,6.0,Moderate,active,Active
V-004137,2026-02-25T14:27,25.07285,55.14451,Dubai Marina,high,Phone Use,D-00866,Rashid Al Suwaidi,RS,Taxi,Dubai Taxi Corp,8.6,Critical,suspended,Suspended
V-007121,2026-02-25T14:20,25.26757,55.3098,Deira,low,Speeding,D-01503,Ziad Al Nuaimi,ZN,Public Bus,RTA Public Transport,6.5,High Risk,active,Active
V-002770,2026-02-25T13:56,25.24616,55.39699,Al Rashidiya,high,Red Light,D-00584,Bader Al Jaberi,BJ,Taxi,Metro Taxi,6.2,Moderate,active,Active
V-012948,2026-02-25T13:54,25.20565,55.26882,Downtown Dubai,low,Speeding,D-02725,Mubarak Al Kaabi,MK,Limousine & E-Hail,Uber Dubai,0.6,Low Risk,active,Active
V-003237,2026-02-25T13:50,25.19977,55.25823,Business Bay,low,Route Deviation,D-00671,Sami Al Ameri,SA,Taxi,National Taxi,3.6,Moderate,active,Active
V-010552,2026-02-25T13:44,25.23825,55.3908,Al Rashidiya,low,Speeding,D-02222,Zayed Al Bastaki,ZB,School Bus,Al Reef School Transport,3.6,Moderate,active,Active
V-013830,2026-02-25T13:16,25.1123,55.21751,Al Barsha,high,Speeding,D-02908,Younes Al Mahmoud,YM,Limousine & E-Hail,Uber Dubai,5.4,Moderate,active,Active
V-005182,2026-02-25T13:14,25.11842,55.38487,Silicon Oasis,low,Speeding,D-01107,Yusuf Al Mehairi,YM,Taxi,Metro Taxi,4.4,Moderate,active,Active
V-000165,2026-02-25T12:33,25.19188,55.21506,Jumeirah,low,Speeding,D-00042,Nasser Al Jaberi,NJ,Taxi,Emirates Taxi LLC,6.6,High Risk,active,Active
V-011880,2026-02-25T12:07,25.30651,55.40291,Al Qusais,moderate,Distraction,D-02525,Mubarak Al Suwaidi,MS,Limousine & E-Hail,Careem Fleet,8.7,Critical,active,Active
V-005133,2026-02-25T11:46,25.18168,55.27478,Business Bay,low,Speeding,D-01098,Hassan Al Dhaheri,HD,Taxi,National Taxi,6.8,High Risk,suspended,Suspended
V-012376,2026-02-25T11:45,25.10541,55.19405,Al Barsha,high,Phone Use,D-02620,Mubarak Al Kaabi,MK,Limousine & E-Hail,Careem Fleet,6.8,High Risk,investigation,Under Investigation
